gene,f_score,p_value
225039_at,3.662931053837631,0.007410479939169215
1555974_a_at,3.662625415823179,0.0074140551665207105
222960_at,3.6619665220559514,0.007421768488632087
239090_at,3.6615857058241743,0.007426230153708855
244232_at,3.6613842217042407,0.007428591835657547
239896_at,3.661162323388714,0.007431193668186483
231017_at,3.6606851314960736,0.0074367919840973755
210028_s_at,3.6606568594047335,0.007437123798380927
208957_at,3.660461361280687,0.00743941865860974
231136_at,3.6603559510778223,0.007440656312371593
206562_s_at,3.6599839011871595,0.007445026307324787
217217_at,3.6599146353649514,0.007445840167160055
238645_at,3.6597530579254443,0.007447739015433147
234952_s_at,3.659549621641674,0.0074501304733605
222055_at,3.659374920602465,0.007452184750782891
226241_s_at,3.6591288586507282,0.007455079106578488
224566_at,3.6591098546326393,0.007455302692010253
240355_at,3.659012550061778,0.007456447601280663
241616_at,3.658786996147972,0.007459102198129469
242503_at,3.658650456464989,0.007460709623741659
240737_at,3.6585935729913244,0.007461379391484526
238688_at,3.6585277884008263,0.007462154039173914
236534_at,3.658489271245766,0.007462607635902111
214736_s_at,3.658128772577987,0.007466854377057561
211793_s_at,3.658068910699535,0.007467559794458451
206545_at,3.6580139804648812,0.0074682071554483705
238936_at,3.657821187484357,0.007470479692524671
209397_at,3.657589352857769,0.007473213344526499
227069_at,3.6575409557956635,0.007473784138951215
234872_at,3.657401187250278,0.007475432811838931
1561154_at,3.6573186018938038,0.0074764071374353305
242351_at,3.657259744020893,0.007477101608220897
229100_s_at,3.6572017842247053,0.007477785545384388
240313_at,3.6568067782877014,0.007482448356616032
239900_x_at,3.656654971582648,0.007484241116358726
220734_s_at,3.6563629429737077,0.007487691030350752
218896_s_at,3.6562917812051774,0.007488531948559193
219435_at,3.6562421348889673,0.007489118674583081
220320_at,3.6552871935960223,0.007500413212265173
40569_at,3.6552437576813968,0.007500927352998945
227194_at,3.6551996238751054,0.00750144979052286
229314_at,3.6551841695925837,0.007501632740430847
237847_at,3.6550411514103383,0.007503326020422787
239681_at,3.654905558073913,0.007504931745216046
216715_at,3.6545431275337474,0.007509225406748296
227403_at,3.654420038341359,0.00751068418375949
230134_s_at,3.654386156797394,0.007511085776487864
215709_at,3.6543079530350506,0.007512012795436092
1559800_a_at,3.654276315353814,0.0075123878575168584
203519_s_at,3.6536954483612507,0.007519277308397056
1558599_at,3.6536089987633207,0.007520303194131192
214492_at,3.6531594558531175,0.0075256401105232695
220586_at,3.653006106436334,0.0075274615194489995
1569750_at,3.652336185770257,0.007535423665730702
242658_at,3.6521808445185,0.007537271128366928
201575_at,3.6521690187671734,0.007537411789706264
211994_at,3.6519502925984386,0.007540013899185925
235774_at,3.6515883522042443,0.007544321747173534
217491_x_at,3.6513660211973824,0.007546969168538494
238355_at,3.6509400087121464,0.007552044530169723
216222_s_at,3.650727164541282,0.007554581555481507
211226_at,3.650594978802946,0.007556157589475477
210287_s_at,3.6502463666242773,0.007560315622069754
230627_at,3.650120301406287,0.0075618198126560275
233390_at,3.649778687286092,0.0075658973999760785
225729_at,3.6496941526430398,0.007566906764050692
215249_at,3.649624848668131,0.0075677343704684185
214024_s_at,3.649490642361831,0.007569337276984952
216586_at,3.6491700662281863,0.007573167481081414
220312_at,3.649112749874824,0.007573852493506045
1564511_a_at,3.6490112729351725,0.0075750654397045425
209710_at,3.6488380001416267,0.007577137004251029
209458_x_at,3.6482094774478457,0.0075846560571658705
237916_at,3.6481602559478845,0.007585245210947335
211689_s_at,3.6480470543728156,0.007586600343613938
239924_at,3.6480294701174936,0.007586810865877094
208366_at,3.6470706135884425,0.007598299317021763
221639_x_at,3.6466063405936295,0.007603868194800599
233796_at,3.6463636168931566,0.007606781245875965
223409_at,3.645883066806941,0.007612551856918591
238634_x_at,3.645850512454557,0.007612942938691355
244123_at,3.6457848654760268,0.007613731629578874
238556_at,3.645208113312787,0.007620664305560678
53202_at,3.645180298834248,0.007620998800245374
204243_at,3.6449952510215353,0.007623224543228716
224766_at,3.6449674771683043,0.0076235586612758005
242875_at,3.64479123032697,0.007625679242327185
236328_at,3.6447845399664818,0.007625759751539928
223746_at,3.644543731502853,0.007628658112059903
228846_at,3.6444882822554225,0.007629325652487926
238130_at,3.6443817293500893,0.007630608581378447
234368_at,3.6441387347525693,0.00763353511409906
231520_at,3.6440588738308377,0.0076344971724934246
216128_at,3.6440120292657623,0.007635061549918142
202547_s_at,3.6433562957425067,0.0076429661147622285
205980_s_at,3.6428023228867805,0.00764965036236967
234131_at,3.6427559991842586,0.007650209569204433
1563841_at,3.642712686025084,0.007650732470484857
202346_at,3.642520038809292,0.007653058650022747
241490_s_at,3.6424102578316973,0.007654384550582246
1566043_at,3.6418520811772743,0.007661129579900988
221264_s_at,3.6417017990584046,0.007662946607868958
233427_x_at,3.641641340306634,0.007663677722552497
203990_s_at,3.641603014947583,0.007664141218909281
1556348_at,3.640940593764521,0.007672156778148169
204690_at,3.640928338538943,0.007672305149993719
216645_at,3.640630320116579,0.007675914087405037
233781_s_at,3.6406281470258013,0.0076759404092728
207363_at,3.6405877161065656,0.007676430150890473
211861_x_at,3.6404763148737604,0.007677779720489248
202327_s_at,3.640231003732281,0.00768075237530509
236093_at,3.639966477101654,0.007683959167816286
231592_at,3.6399610720164515,0.007684024706280125
236519_at,3.63976626663132,0.007686387158866376
212267_at,3.6396428986170704,0.0076878836476299665
1557550_at,3.639440808077024,0.007690335690761934
209653_at,3.639307722662784,0.007691950893845652
1552677_a_at,3.6391487082730727,0.0076938812299494706
1559147_at,3.638361919069596,0.007703439475301652
202287_s_at,3.638267872589952,0.007704582783564656
232489_at,3.6382380784067094,0.007704945022065367
234128_at,3.638168785067983,0.007705787558082768
221972_s_at,3.6381436015590656,0.00770609378652089
224301_x_at,3.637934780005749,0.007708633499138193
240674_at,3.637380740763467,0.007715375837029358
216959_x_at,3.6372571783924683,0.007716880321770615
230875_s_at,3.636688942057364,0.007723802886093287
231925_at,3.6365409167933125,0.007725607227106253
237341_at,3.636397410784889,0.007727356882399459
228261_at,3.636232128606472,0.007729372527048272
214359_s_at,3.6360892819647375,0.007731114988912577
213778_x_at,3.635932441995381,0.007733028594438246
235566_at,3.635910771561972,0.007733293032686139
207408_at,3.6357507251759076,0.007735246313345375
242215_at,3.6357296585839056,0.007735503456494175
1558747_at,3.635423346462693,0.007739243328541023
237645_at,3.6340057356096716,0.007756574935513597
1560201_at,3.6336917087609852,0.007760419439223255
209202_s_at,3.63352570680541,0.007762452501829375
216198_at,3.6333647173343677,0.00776442468282449
1563916_at,3.6330797383216864,0.007767917007264055
1567242_at,3.6330100772829925,0.007768770918727833
228952_at,3.632976700024161,0.007769180093432115
239950_at,3.6328651526284177,0.007770547718565699
211059_s_at,3.6326085903284353,0.007773694208010189
209371_s_at,3.6325341974474554,0.007774606802653015
215577_at,3.632401818730515,0.00777623098717479
240620_at,3.6322030733852815,0.007778670074363854
216602_s_at,3.6321157276652407,0.007779742259434183
229589_x_at,3.6317162490643082,0.007784647812968943
229526_at,3.6317060219634403,0.0077847734411417855
235662_at,3.631501274780398,0.007787288950315806
239454_at,3.631379034031477,0.007788791177837811
224308_s_at,3.6309060561852444,0.0077946063680861795
202784_s_at,3.6303554283854123,0.007801381707635205
227912_s_at,3.630263534040552,0.007802513016715521
211020_at,3.630254729155875,0.0078026214220292996
232822_x_at,3.6302419167731155,0.007802779170148532
225383_at,3.6300679437798338,0.007804921468496364
243560_at,3.6297525437090554,0.007808806791587085
239937_at,3.629724303314535,0.007809154770990416
224561_s_at,3.6296926067530473,0.00780954535585774
223891_at,3.6296386629023023,0.007810210130541773
240034_at,3.629611782401046,0.007810541412290527
234748_x_at,3.629118826888156,0.007816619200002158
1556648_a_at,3.6287412344248233,0.007821277834072906
224586_x_at,3.6285373932046956,0.007823793922936995
220247_at,3.627791974494777,0.007833001781899851
1569666_s_at,3.6275816783342685,0.007835601440240897
227766_at,3.627516774332423,0.00783640395022651
1563794_s_at,3.627146405804969,0.007840984966026213
223295_s_at,3.6270185505164623,0.007842567003097937
1554895_a_at,3.6269942158665756,0.007842868147688456
1557704_a_at,3.6269696648514094,0.007843171981515224
231344_at,3.6268111809119725,0.00784513359967489
206637_at,3.6267888815563345,0.007845409646847941
200977_s_at,3.626769264499772,0.007845652497435126
229224_x_at,3.626558429783577,0.00784826301240006
200993_at,3.6263514863227084,0.007850826189005665
243147_x_at,3.6261611998315106,0.007853183791149661
210551_s_at,3.626131360786114,0.007853553553511559
235117_at,3.626128273683062,0.007853591809563994
239973_at,3.626055741168023,0.007854490701749798
235047_x_at,3.625816530269787,0.007857455958871768
211828_s_at,3.6256371463287684,0.007859680333806908
204027_s_at,3.625135432179043,0.007865904963583881
233572_s_at,3.6250922281896525,0.007866441213474908
201296_s_at,3.6250215813322675,0.007867318164049961
215388_s_at,3.6248099832205782,0.007869945348125166
218643_s_at,3.6247292503050597,0.007870947951680122
235902_at,3.6247044418472414,0.007871256067810492
204455_at,3.624222625699641,0.007877242514816009
1558869_at,3.6237122634463863,0.007883588592224896
228686_at,3.6232967237930542,0.007888759367528506
78047_s_at,3.6232536149336263,0.007889295987010284
243479_at,3.6230849429259897,0.007891395967610218
229191_at,3.6229877095545375,0.007892606784500256
241665_x_at,3.622890793328693,0.007893813836440739
238578_at,3.6228563586813447,0.007894242750207744
214996_at,3.622581445488332,0.007897667868959917
209543_s_at,3.6225090122156414,0.007898570555239636
241395_at,3.6218132118349744,0.007907247082074463
201766_at,3.6211184593964574,0.00791592002454802
1566664_at,3.6210256473565368,0.00791707936177475
244145_at,3.6207976455432846,0.007919928105507141
1553070_a_at,3.6200062541256504,0.007929823993040774
203342_at,3.6196523597289376,0.007934253224728719
241635_at,3.619627188740955,0.007934568350909795
235576_at,3.6195105447396116,0.007936028829142884
227823_at,3.6194578968221083,0.00793668811190268
225301_s_at,3.619153191554904,0.00794050485198702
229482_at,3.619045643468479,0.007941852436975327
222530_s_at,3.618524638759272,0.007948383891334931
240264_at,3.618438956760922,0.007949458536551851
242667_at,3.6184193587375733,0.007949704360259414
238547_at,3.618346920837422,0.007950613035704407
225287_s_at,3.6175695208232357,0.007960371419023922
226104_at,3.617135622000807,0.007965823165380505
221174_at,3.617105694315649,0.007966199330707026
237821_at,3.616616549922906,0.007972349967366397
239145_at,3.6165940671465213,0.007972632785809189
242266_x_at,3.6163148217299583,0.007976146342223708
228840_at,3.6156939694412893,0.007983963640871939
210538_s_at,3.615507677817824,0.007986310772768117
203388_at,3.615139904452961,0.0079909464559221
234625_at,3.615051963385223,0.007992055326592059
244498_x_at,3.615044011609711,0.007992155600059824
232091_s_at,3.6141776342161274,0.008003088308965305
212254_s_at,3.6139011306436637,0.008006580611459129
219002_at,3.613826117015211,0.008007528312531391
209627_s_at,3.613761234645419,0.008008348108347864
225159_s_at,3.613396323395925,0.00801296036099453
206210_s_at,3.613356964472937,0.008013457991681324
234259_at,3.6130841803056772,0.008016907758592906
241121_at,3.6130577682261316,0.008017241857768613
244512_at,3.6123796279286293,0.008025824738646232
204512_at,3.6121013906814774,0.008029348897852968
233863_at,3.612056879937854,0.008029912815079253
232768_at,3.611793915399859,0.00803324518146737
1566509_s_at,3.6115495669125424,0.008036342875579828
244417_at,3.611428211080131,0.00803788178998343
216764_at,3.611217559135241,0.008040553766953585
216312_at,3.6111396371419158,0.008041542378949409
232424_at,3.6105698631895695,0.008048774899915562
1553940_a_at,3.6104758107184347,0.008049969394238453
242594_at,3.6103090800416906,0.008052087357801014
1553185_at,3.6103016066041413,0.008052182305160837
212095_s_at,3.610201543626435,0.008053453677164228
202082_s_at,3.609982040381798,0.008056243324731562
221186_at,3.609706168718294,0.008059750720096326
217727_x_at,3.609300782831509,0.008064907504725365
1562864_at,3.609136737302517,0.008066995210498168
91703_at,3.608959195748624,0.008069255279009237
229505_at,3.608639997076591,0.008073320202388256
218941_at,3.608550259404109,0.008074463359140145
223695_s_at,3.608507850183797,0.008075003660942746
223610_at,3.6079955771268737,0.00808153296877487
227974_at,3.607830268006785,0.008083641081875306
1557801_x_at,3.607626225338133,0.008086243902652517
208555_x_at,3.6076128197465698,0.00808641493707865
215231_at,3.607410578876794,0.008088995652670546
218205_s_at,3.607190953829218,0.008091799131012541
1566577_at,3.606344612379698,0.008102611606199624
239913_at,3.6061077587269414,0.00810564012029587
213862_at,3.6057565199699537,0.008110133290222449
241727_x_at,3.6055925905726016,0.008112231182740307
208882_s_at,3.6050983931495573,0.008118558967474555
243002_at,3.604889835183455,0.00812123085428756
1555141_a_at,3.6044893260276707,0.008126364333231408
1554650_a_at,3.6044586234492564,0.008126757993405238
212831_at,3.604083231817846,0.008131572701306803
232667_at,3.6039101177383333,0.008133793990539461
232174_at,3.6038924930945813,0.008134020172634232
233423_at,3.6038335140152418,0.008134777113637297
208935_s_at,3.60344871444681,0.008139717378318855
218558_s_at,3.6032946234090257,0.008141696520966003
213595_s_at,3.6024205694988294,0.008152931937436448
225316_at,3.6024034824846685,0.00815315173430703
226626_at,3.602197422607246,0.008155802827461884
217931_at,3.602065023903232,0.008157506675651224
217587_at,3.601956562718123,0.008158902734682782
233896_s_at,3.6018706435784806,0.008160008812681996
1554704_at,3.6017788366752637,0.008161190851887098
229559_at,3.6017782477074394,0.008161198435561482
210407_at,3.6017749908813403,0.008161240371270138
214212_x_at,3.6013166815874116,0.008167143819435254
242243_at,3.6010303345389363,0.008170834395464793
240886_at,3.600875576363568,0.008172829684044066
235385_at,3.6008122167374523,0.008173646716343547
1567590_at,3.600784651385064,0.00817400220129977
203759_at,3.6003146819962573,0.008180065335851156
215028_at,3.6001986779246864,0.00818156260892071
241314_at,3.600070914699393,0.0081832119744455
1553376_a_at,3.6000255110892088,0.008183798194378195
203154_s_at,3.6000199894865768,0.008183869488338243
236441_at,3.599999794792982,0.008184130243936853
1559474_at,3.599978942774639,0.008184399495660617
229515_at,3.5996149983208756,0.008189100351599522
216926_s_at,3.5995385425347397,0.008190088228017301
236808_at,3.599503106179329,0.0081905461373848
243258_at,3.599413795165662,0.008191700329513753
204590_x_at,3.598886773526419,0.008198514485497079
1567859_at,3.5988724935973155,0.008198699197260554
205659_at,3.5988710632506242,0.008198717699111761
202241_at,3.597782514741172,0.008212810392757057
201334_s_at,3.597581931007397,0.008215409847173297
231497_at,3.5973160175410004,0.008218857203421612
237620_at,3.5972851201939866,0.008219257856423039
1553493_a_at,3.5971117632686527,0.008221506176674382
243543_at,3.596207837378139,0.008233239412317942
1561870_at,3.5956842561932736,0.008240043290789666
211872_s_at,3.5956553554182853,0.008240419016310122
220588_at,3.5951799652037724,0.008246601794914694
210291_s_at,3.5951790256966527,0.008246614018432553
230850_at,3.595001213265514,0.008248927783777352
229275_at,3.5949702716920178,0.008249330473815281
221985_at,3.5943407793384714,0.00825752727755951
242169_at,3.594166130803794,0.008259802865685194
1557388_at,3.59379786216232,0.008264603281825326
242457_at,3.593626865202104,0.008266833188642252
1563097_at,3.592744389427485,0.008278350761130211
229002_at,3.5924370255651907,0.008282366054777703
232540_x_at,3.592435399674953,0.008282387299998924
1553372_at,3.5923934457429825,0.008282935523422548
216023_at,3.591892238507427,0.00828948773283263
226113_at,3.591702646302684,0.008291967590958437
221192_x_at,3.5914901518734923,0.008294747888226163
243605_at,3.591470800169662,0.008295001133922267
223818_s_at,3.5913557209130658,0.008296507275595045
242284_at,3.5912428767706337,0.008297984429137354
210655_s_at,3.5910172853190234,0.008300938254708626
241817_at,3.590996994960216,0.00830120398184507
212546_s_at,3.5909462456138934,0.008301868643914178
216226_at,3.5908095717183603,0.008303658920065515
220529_at,3.5903741880087674,0.008309364529097803
235893_at,3.590357271477381,0.00830958629543112
1570169_at,3.59004885855351,0.008313630452156487
1557759_at,3.5900072759305353,0.008314175866829102
203164_at,3.589859054273423,0.008316120292849023
58916_at,3.589815130165989,0.008316696592459405
228938_at,3.589251271121825,0.008324098156756434
215290_at,3.589068976574822,0.008326492472692388
209104_s_at,3.589035412742103,0.008326933385834895
229655_at,3.5889633902315214,0.008327879592084544
1570176_at,3.588835239901955,0.008329563450789359
201583_s_at,3.588623179363405,0.008332350611220455
235910_x_at,3.587717197895522,0.008344268608541042
222252_x_at,3.5875873443174817,0.00834597819710456
215198_s_at,3.5870307271977433,0.008353310302373913
215581_s_at,3.58690257819803,0.008354999269482478
244154_at,3.58675627752508,0.008356927886620472
210697_at,3.5865366956184364,0.008359823370834867
1564301_a_at,3.5863440447168835,0.008362364556952906
218108_at,3.586159558032526,0.008364798773709017
211706_s_at,3.5860179989121237,0.008366667059978329
1569921_at,3.5857538755055676,0.008370154052370201
1557852_at,3.5856412291003097,0.008371641665871747
207609_s_at,3.585559318728852,0.008372723543425371
1553954_at,3.585545508931499,0.008372905957863082
222596_s_at,3.5852913756085556,0.008376263527455434
1558014_s_at,3.58513640478273,0.008378311636434174
218929_at,3.5850942327625233,0.008378869072216069
211835_at,3.584887848754876,0.008381597618725612
1553177_at,3.5847264810324826,0.008383731634244855
206832_s_at,3.584517915965746,0.008386490615841579
214423_x_at,3.5844105527958945,0.008387911211379436
242818_x_at,3.584248974994368,0.00839004960996012
216473_x_at,3.584064134875824,0.00839249653970559
205486_at,3.5840543261157634,0.00839262640880902
211427_s_at,3.5835612959864904,0.008399156765699599
1553752_at,3.583370498653559,0.00840168530242682
1557316_at,3.5831408295253855,0.008404729993072464
1557314_at,3.5829314913593344,0.008407506117199834
1555643_s_at,3.5826658233625976,0.008411030571753606
217690_at,3.5822761026250576,0.00841620342309167
237027_at,3.5822416051089303,0.008416661469164605
210905_x_at,3.5821554257748587,0.008417805837100377
243996_at,3.581913149591443,0.008421023832610274
232253_at,3.5818361970769375,0.008422046198928649
200955_at,3.581728805874896,0.008423473170664499
233405_at,3.581233978952991,0.008430051348984804
215652_at,3.5812180058878735,0.00843026377856912
201024_x_at,3.580976129507904,0.008433481202213423
224008_s_at,3.580861251859861,0.008435009725799898
217577_at,3.5806638444031855,0.008437637008467069
224087_at,3.580360399880453,0.008441677122093257
223722_at,3.580114126564673,0.008444957465764746
227056_at,3.5800757262654184,0.008445469069612105
1558719_s_at,3.58007016910872,0.008445543109686413
207418_s_at,3.579878751362309,0.008448093834836565
213339_at,3.57978198954981,0.008449383520473516
1559045_at,3.5795849680232017,0.008452010120032714
231658_x_at,3.5791965146639284,0.008457191184469486
200658_s_at,3.579170398752255,0.008457539623548765
221947_at,3.5789901941864293,0.00845994430697048
223514_at,3.578342033400154,0.008468599121084228
221223_x_at,3.5783396012987185,0.008468631613261224
229455_at,3.5778244481038435,0.008475516713522842
238268_at,3.5777561009046797,0.008476430603306804
219273_at,3.577754034246405,0.008476458238710656
233164_x_at,3.5775623717065463,0.008479021545183839
231343_at,3.5772369762803713,0.008483375172954825
217278_x_at,3.577111218452257,0.008485058346602735
219364_at,3.5768889709223024,0.008488033776117902
214088_s_at,3.5764086285955456,0.008494468108470519
1559075_s_at,3.5763779879997046,0.008494878713536786
204737_s_at,3.576278771432928,0.00849620841954852
1554093_a_at,3.5760888383528084,0.008498754492126127
204018_x_at,3.575999701982305,0.00849994963658127
204362_at,3.5759583947466043,0.008500503542654187
1562946_at,3.575877758435355,0.008501584932491773
225918_at,3.5757696419735105,0.0085030350657245
200630_x_at,3.5756001615808213,0.008505308750884637
235788_at,3.575391629672049,0.008508107168044557
203621_at,3.575250619195472,0.00850999999392411
235995_at,3.5750285009567113,0.008512982404941848
203199_s_at,3.5748466159582395,0.008515425374738109
200854_at,3.5745779599724496,0.008519035078590502
231423_s_at,3.5743589991445925,0.00852197819858146
225086_at,3.574264365936929,0.008523250506337463
241814_at,3.573440070161206,0.00853434086199038
1558438_a_at,3.5731308396177544,0.008538505063925311
1562811_at,3.5728347907168168,0.00854249365499218
1560798_at,3.5724759618720876,0.008547330553810878
243274_x_at,3.572353081188981,0.008548987573759997
1559289_at,3.5720239612691667,0.008553427263465734
225124_at,3.5717991525515136,0.008556461159683986
238224_at,3.571500505008157,0.008560493203484522
236835_at,3.5714353271114927,0.008561373422711108
234493_at,3.571343656386312,0.008562611576890582
1557712_x_at,3.571254296438289,0.008563818692251035
1552865_a_at,3.5706295913010924,0.008572262236032278
214565_s_at,3.570560182983526,0.008573200874104845
207494_s_at,3.5701516210285877,0.008578728107018216
233666_at,3.5700582013403515,0.008579992434662734
210576_at,3.570012470188828,0.008580611420718202
1555048_a_at,3.569192592293407,0.008591716290391793
217691_x_at,3.569139837874902,0.008592431315060396
1568377_x_at,3.569104611570647,0.008592908799589245
221157_s_at,3.5689940381865473,0.008594407768418074
211022_s_at,3.5688391607592873,0.008596507775473931
1554003_at,3.5687569525189353,0.00859762265752261
216263_s_at,3.568708125265504,0.008598284905441718
237759_at,3.568536693982189,0.00860061044419984
1557196_a_at,3.568426733242914,0.008602102438709562
223977_s_at,3.5683256473545346,0.00860347424300602
238420_at,3.5680253498753465,0.008607550770266916
1563539_at,3.5677167276930017,0.008611742310989504
225055_at,3.5675365085072976,0.008614190891924375
231507_at,3.567352217872638,0.008616695507922593
227347_x_at,3.567140592810185,0.008619572509831051
208783_s_at,3.567058332908057,0.00862069107571546
240840_s_at,3.5670565040129607,0.008620715946580053
240008_at,3.5668402414839138,0.008623657371882833
215956_at,3.5665922778791765,0.00862703120015976
1556656_at,3.565853015338634,0.008637097521468835
1557700_at,3.5658199329926332,0.008637548267629688
234056_at,3.565778296179337,0.008638115601521291
227723_at,3.565647521685805,0.00863989774699737
1554724_at,3.5655899182347714,0.008640682861353026
234731_at,3.5654248310554797,0.008642933334256035
226143_at,3.565269988094639,0.008645044688612512
243834_at,3.5645868456644876,0.008654365785438064
1568672_at,3.564296589240067,0.008658329203526136
232665_x_at,3.564049028214853,0.008661711050244237
217940_s_at,3.563366709939512,0.008671038783358257
219395_at,3.563235254454043,0.008672837014880405
208485_x_at,3.5631475133078414,0.008674037467503113
61874_at,3.5629676903181546,0.00867649827859885
227790_at,3.56267272056498,0.008680536337340158
211322_s_at,3.562380271380927,0.008684541739162019
217609_at,3.5621568738367193,0.00868760264638331
207346_at,3.5621288132481532,0.00868798719777362
242062_at,3.5619364760492043,0.008690623505702074
1566671_a_at,3.561828616269009,0.0086921022560396
1563833_at,3.561574923105226,0.008695581360877154
231962_at,3.5613470528506546,0.008698707517829484
243134_at,3.561344040406297,0.008698748853119448
1555221_at,3.561330455343501,0.00869893526314694
1556787_s_at,3.561117714095658,0.008701854952086727
224502_s_at,3.561116933508527,0.00870186566676553
241784_x_at,3.560258315948287,0.008713659390114654
242135_at,3.5600375696859214,0.008716694070456955
238813_at,3.56003388726061,0.008716744703047584
241076_at,3.5599413041486963,0.008718017798119603
206864_s_at,3.559640871572316,0.008722150273242028
207509_s_at,3.5589476584539215,0.008731692927809393
244782_at,3.5589249257160462,0.008732006038967474
227368_at,3.55890012073174,0.008732347705141245
214461_at,3.5588816486645865,0.008732602149776702
211102_s_at,3.558787649773779,0.008733897057800189
225824_at,3.5586180712433433,0.008736233618317811
217173_s_at,3.5584140670951285,0.00873904534232166
235919_at,3.558353384726653,0.008739881882033637
214740_at,3.5579789745733366,0.008745045096696453
229320_at,3.557789708687402,0.008747656279704833
209779_at,3.556980021679992,0.008758835799658256
1568857_a_at,3.5568961233323955,0.008759995015701419
228432_at,3.5568391641607637,0.008760782102667486
243745_at,3.5567947983594532,0.00876139521771109
200642_at,3.5567687595983126,0.008761755081370648
221145_at,3.5566942003350275,0.008762785594717225
223617_x_at,3.5564760310162975,0.008765801693839259
212763_at,3.5564298684858553,0.008766440004013267
205849_s_at,3.55635075886684,0.008767533996181966
228666_at,3.5560567786491273,0.00877160058611093
1557265_at,3.5560455670285407,0.008771755712197177
236443_at,3.556009981007027,0.008772248105178683
240627_x_at,3.5558515654003253,0.00877444038811174
212432_at,3.555678438679487,0.00877683687969831
214021_x_at,3.555228212524745,0.008783072150294741
225936_at,3.5550897190215744,0.008784991061712833
214986_x_at,3.554956201117879,0.008786841428724875
217955_at,3.554822559222187,0.008788693903016426
206884_s_at,3.5547374540751546,0.008789873789030135
204606_at,3.55410641618627,0.008798627337086022
210623_at,3.5540886082220866,0.00879887448924513
202355_s_at,3.553838712305509,0.008802343460266246
210058_at,3.5535099098157614,0.008806909862203425
237590_at,3.5534998568197422,0.008807049515182082
222503_s_at,3.5532724576416994,0.008810209060822867
223788_at,3.5531574762218074,0.008811807073684126
220856_x_at,3.5530863391032534,0.008812795882656654
232659_at,3.552971237477691,0.00881439603434199
209955_s_at,3.552716695554211,0.008817935723996783
209322_s_at,3.552684473572836,0.008818383907618988
1568874_at,3.552502847319537,0.008820910617366654
1554085_at,3.5523961329467557,0.008822395520290776
221871_s_at,3.552234280494864,0.008824648130749166
229996_s_at,3.552127234860148,0.008826138272398249
1561211_at,3.5515945311301724,0.008833557568382947
240411_at,3.551572858514735,0.00883385954790087
218228_s_at,3.551566882523986,0.008833942817316278
215492_x_at,3.551533523941812,0.008834407649948074
233202_at,3.5511464710939786,0.008839802790828244
243145_at,3.5511307878284324,0.0088400214695212
211237_s_at,3.5505391910333124,0.00884827430279766
231833_at,3.5504782607532928,0.008849124722140243
217507_at,3.550389394215355,0.008850365200931591
203885_at,3.5502737439360685,0.00885197981068281
230451_at,3.5500606734400275,0.008854955286310594
226370_at,3.5500597637633398,0.008854967991851983
240571_at,3.549926187578778,0.008856833860408328
1553489_a_at,3.5497945229233108,0.008858673411041369
225398_at,3.5493566778305685,0.008864793495392044
200032_s_at,3.549294436244757,0.00886566383398507
1564072_at,3.5490285412424667,0.008869382864677347
1559723_s_at,3.548623815028755,0.00887504668943324
1557369_a_at,3.5485785536346484,0.008875680311029952
210439_at,3.54820016291292,0.00888097922806822
1561149_at,3.547916425418782,0.008884954706000396
210008_s_at,3.5478418202188546,0.008886000302239981
225546_at,3.5477549097994214,0.00888721851146481
208764_s_at,3.547582153074405,0.008889640508589602
231907_at,3.5474122940795794,0.00889202252166736
216450_x_at,3.5473075723547685,0.00889349140089357
236130_at,3.547143881108365,0.008895787900442759
214361_s_at,3.5469759593440835,0.008898144365871318
219199_at,3.5462036026437427,0.008908990948538267
217861_s_at,3.5457992153726603,0.008914675210327214
206369_s_at,3.545769101184265,0.008915098654379162
225853_at,3.5454214123237464,0.008919989056731291
1559842_at,3.5453663993009794,0.008920763084873851
240294_at,3.5452551679182887,0.008922328304606464
211996_s_at,3.545181098970127,0.008923370735789183
233455_at,3.5445231638929036,0.00893263570736246
1563048_at,3.544402758558111,0.008934332279722831
206004_at,3.5439210425652923,0.008941123115354482
208687_x_at,3.5437368007190826,0.008943721764768802
236955_at,3.5433973400752263,0.008948511677183005
230655_at,3.5432875515620887,0.008950061379755037
226901_at,3.542761770198062,0.008957486671943297
222211_x_at,3.542106861638364,0.008966744134341696
223139_s_at,3.54204164591344,0.00896766651321297
217500_at,3.5414454069181436,0.008976103806345394
224459_at,3.5413422928690417,0.008977563760589582
233923_at,3.540996578180111,0.008982460335526897
230079_at,3.5408635424772132,0.00898434531294347
241008_at,3.5407411315406794,0.008986080096650728
240560_at,3.5405693522209094,0.008988515082186704
226170_at,3.540278951577704,0.008992633029653214
215478_at,3.540105680422119,0.008995090949545056
230827_at,3.5400398961147723,0.008996024301270148
233912_x_at,3.5397726081394936,0.008999817591844655
207132_x_at,3.5394933798958412,0.009003782038069074
244051_at,3.5394129365248936,0.00900492448538124
204408_at,3.539314209355057,0.009006326794464798
1564435_a_at,3.539053516801134,0.009010030686662611
214633_at,3.5390121805865546,0.009010618126609376
203371_s_at,3.5387256287132733,0.009014691440861736
244504_x_at,3.5385803419331974,0.009016757382843776
200000_s_at,3.5385049448321317,0.009017829696841612
1569952_x_at,3.5381363865586035,0.009023073241748279
210289_at,3.5380779824329722,0.009023904446547819
1558467_a_at,3.538059293771722,0.009024170438816993
